"_raw","_time",action,app,bunit,bytes,"bytes_in","bytes_out",category,"change_type",city,cookie,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_port","dest_priority","dest_requires_av","dest_service","dest_should_timesync","dest_should_update",dns,duration,enabled,eventtype,"form_data",host,"http_comment","http_content_type","http_method","http_user_agent","ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",priority,product,protocol,"protocol_name",punct,range,"requires_av",server,severity,"should_timesync","should_update",site,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_port","src_priority","src_requires_av","src_service","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source","time_taken",timeendpos,timestamp,timestartpos,transport,"uri_path","uri_query",url,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_product"
"{""timestamp"":""2020-03-02T19:28:25"",""dest_ip"":""218.168.22.216"",""src_port"":""31549"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""35.40.36.159"",""uri_path"":""/restful-uri-design/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.civiljustice.info"",""http_user_agent"":""Opera/9.20 (Windows NT 6.0; U; en)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""agasiewski"" }
","2020-03-02T19:28:25.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"218.168.22.216",,,,,,,,"218.168.22.216",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Opera/9.20 (Windows NT 6.0; U; en)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"35.40.36.159",,,,,,,,"35.40.36.159",false,,,"00:50:56:94:3A:AF",,,untrust,31549,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:28:25",,tcp,"/restful-uri-design/","c=900002774","http://www.civiljustice.info/restful-uri-design/",agasiewski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:28:07"",""dest_ip"":""39.192.233.226"",""src_port"":""8113"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""63.40.109.212"",""uri_path"":""/articles/absolute-vs-relative-pathslinks/"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:28:07.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"39.192.233.226",,,,,,,,"39.192.233.226",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"63.40.109.212",,,,,,,,"63.40.109.212",false,,,"00:50:56:93:3C:AA",,,untrust,8113,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:28:07",,tcp,"/articles/absolute-vs-relative-pathslinks/",,"http://www.intragalactiva.com:9080/articles/absolute-vs-relative-pathslinks/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:28:01"",""dest_ip"":""210.24.139.134"",""src_port"":""7000"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""31.163.163.39"",""uri_path"":""/cd/E19798-01/821-1841/ginpw/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""collected.jcu.edu"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:28:01.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"210.24.139.134",,,,,,,,"210.24.139.134",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Python-httplib2/0.7.0 (gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"collected.jcu.edu","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"31.163.163.39",,,,,,,,"31.163.163.39",false,,,"00:50:56:94:3A:AF",,,untrust,7000,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:28:01",,tcp,"/cd/E19798-01/821-1841/ginpw/","c=900002774","http://collected.jcu.edu/cd/E19798-01/821-1841/ginpw/",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:27:56"",""dest_ip"":""96.76.169.154"",""src_port"":""24592"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""207.123.197.243"",""uri_path"":""/restful-uri-design/"",""site"":""generic.eprints.org"",""http_user_agent"":""Googlebot/2.1 ( http://www.googlebot.com/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:27:56.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"96.76.169.154",,,,,,,,"96.76.169.154",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Googlebot/2.1 ( http://www.googlebot.com/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"generic.eprints.org","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"207.123.197.243",,,,,,,,"207.123.197.243",false,,,"00:50:56:93:3C:AA",,,untrust,24592,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:27:56",,tcp,"/restful-uri-design/",,"http://generic.eprints.org:9080/restful-uri-design/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:27:46"",""dest_ip"":""195.40.71.205"",""src_port"":""38050"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""223.93.255.169"",""uri_path"":"""",""site"":""Simplyhired.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:27:46.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"195.40.71.205",,,,,,,,"195.40.71.205",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"Simplyhired.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"223.93.255.169",,,,,,,,"223.93.255.169",false,,,"00:50:56:93:3C:AA",,,untrust,38050,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:27:46",,tcp,"",,"http://Simplyhired.com:9080",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:27:30"",""dest_ip"":""154.119.122.63"",""src_port"":""22216"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""10.15.26.41"",""uri_path"":""/en/arcgisdesktop/10.0/05700000009000000.htm"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""press.epoka.edu.al"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:27:30.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"154.119.122.63",,,,,,,,"154.119.122.63",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"press.epoka.edu.al","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"10.15.26.41",,,,,,,,"10.15.26.41",false,,,"00:50:56:94:3A:AF",,,untrust,22216,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:27:30",,tcp,"/en/arcgisdesktop/10.0/05700000009000000.htm","c=900002774","http://press.epoka.edu.al/en/arcgisdesktop/10.0/05700000009000000.htm",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:27:28"",""dest_ip"":""88.1.200.21"",""src_port"":""23059"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""49.232.145.242"",""uri_path"":""/reference/android/graphics/Path.html"",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:27:28.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"88.1.200.21",,,,,,,,"88.1.200.21",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"49.232.145.242",,,,,,,,"49.232.145.242",false,,,"00:50:56:93:3C:AA",,,untrust,23059,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:27:28",,tcp,"/reference/android/graphics/Path.html",,"http://www.civiljustice.info:9080/reference/android/graphics/Path.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:27:23    "",""dest_ip"":""1.100.22.212"",""src_port"":45192,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""175.236.144.46"",""uri_path"":""/en/arcgisdesktop/10.0/05700000009000000.htm"",""site"":""press.epoka.edu.al"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-03-02T19:27:23.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,19,2,27,march,23,monday,2020,local,"1.100.22.212",,,,,,,,"1.100.22.212",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-wscljqrl7jlq","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"press.epoka.edu.al","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"175.236.144.46",,,,,,,,"175.236.144.46",false,,,"00:50:56:93:3C:AA",,,untrust,45192,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-03-02T19:27:23    ",14,tcp,"/en/arcgisdesktop/10.0/05700000009000000.htm",,"http://press.epoka.edu.al:9080/en/arcgisdesktop/10.0/05700000009000000.htm",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:27:21"",""dest_ip"":""106.7.192.237"",""src_port"":""11729"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""146.93.26.202"",""uri_path"":""/projects/paths.html"",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:27:21.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"106.7.192.237",,,,,,,,"106.7.192.237",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"146.93.26.202",,,,,,,,"146.93.26.202",false,,,"00:50:56:93:3C:AA",,,untrust,11729,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:27:21",,tcp,"/projects/paths.html",,"http://www.civiljustice.info:9080/projects/paths.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:27:18"",""dest_ip"":""79.160.64.70"",""src_port"":""14220"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""68.4.236.199"",""uri_path"":""/wiki/Uniform_resource_identifier"",""site"":""www.ucm.es"",""http_user_agent"":""Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:27:18.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"79.160.64.70",,,,,,,,"79.160.64.70",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"68.4.236.199",,,,,,,,"68.4.236.199",false,,,"00:50:56:93:3C:AA",,,untrust,14220,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:27:18",,tcp,"/wiki/Uniform_resource_identifier",,"http://www.ucm.es:9080/wiki/Uniform_resource_identifier",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:26:38"",""dest_ip"":""9.7.206.183"",""src_port"":""9923"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""174.120.38.170"",""uri_path"":""/cart/additem"",""site"":""generic.eprints.org"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:26:38.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"9.7.206.183",,,,,,,,"9.7.206.183",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"generic.eprints.org","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"174.120.38.170",,,,,,,,"174.120.38.170",false,,,"00:50:56:93:3C:AA",,,untrust,9923,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:26:38",,tcp,"/cart/additem",,"http://generic.eprints.org:9080/cart/additem",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:26:16"",""dest_ip"":""91.251.143.81"",""src_port"":""28116"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""77.75.86.53"",""uri_path"":""/~kozdron/Teaching/Regina/revised_lecture1.pdf"",""site"":""www.netinfoseco.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:26:16.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"91.251.143.81",,,,,,,,"91.251.143.81",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.netinfoseco.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"77.75.86.53",,,,,,,,"77.75.86.53",false,,,"00:50:56:93:3C:AA",,,untrust,28116,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:26:16",,tcp,"/~kozdron/Teaching/Regina/revised_lecture1.pdf",,"http://www.netinfoseco.com:9080/~kozdron/Teaching/Regina/revised_lecture1.pdf",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:26:08"",""dest_ip"":""115.27.26.221"",""src_port"":""10783"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""65.214.204.248"",""uri_path"":""/projects/paths.html"",""site"":""generic.eprints.org"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:26:08.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"115.27.26.221",,,,,,,,"115.27.26.221",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"generic.eprints.org","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"65.214.204.248",,,,,,,,"65.214.204.248",false,,,"00:50:56:93:3C:AA",,,untrust,10783,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:26:08",,tcp,"/projects/paths.html",,"http://generic.eprints.org:9080/projects/paths.html",,,,,,,,,,,,,,,,,,,,,,,,,
